internship_id,title,company,domain,location,duration,stipend,required_skills,description,application_deadline,positions_available,company_size,industry,remote_work,experience_level,created_at,is_active
INT_00843,Product Management Intern,Axis Bank,Product Management,Bangalore,6,42957,"vue,agile,sketch",Exciting internship opportunity at Axis Bank in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Education,yes,intermediate,2025-03-21 05:40:27.973608,True
INT_00844,Cybersecurity Intern,Cognizant,Cybersecurity,Chennai,6,42019,"statistics,agile",Exciting internship opportunity at Cognizant in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,8,mid,Non-profit,yes,intermediate,2025-04-03 21:57:40.372346,False
INT_00845,Digital Marketing Intern,LinkedIn,Digital Marketing,Ahmedabad,3,46385,"social media,seo","Drive digital marketing campaigns for LinkedIn. Learn SEO, social media marketing, content creation, and analytics tools.",2025-09-23,3,startup,E-commerce,hybrid,advanced,2025-01-03 14:07:23.911949,True
INT_00846,Cloud Computing Intern,Capgemini,Cloud Computing,Bangalore,6,24807,"python,jenkins,kubernetes",Exciting internship opportunity at Capgemini in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Automotive,no,entry,2024-12-18 21:49:29.207570,True
INT_00847,Web Development Intern,Axis Bank,Web Development,Patna,6,24988,"javascript,nodejs,sql","Develop responsive web applications using modern frameworks at Axis Bank. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,15,large,Technology,yes,entry,2025-09-22 20:33:56.877973,True
INT_00848,Web Development Intern,Airbnb,Web Development,Patna,2,28190,"javascript,sql,react","Develop responsive web applications using modern frameworks at Airbnb. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,2,startup,Telecommunications,no,entry,2024-10-10 22:43:43.354016,False
INT_00849,Quality Assurance Intern,Unacademy,Quality Assurance,Ghaziabad,4,66859,"deep learning,figma",Exciting internship opportunity at Unacademy in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,11,large,Media & Entertainment,yes,entry,2025-09-06 04:19:12.524784,True
INT_00850,Cybersecurity Intern,PhonePe,Cybersecurity,Kolkata,6,47024,"python,digital marketing",Exciting internship opportunity at PhonePe in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Travel & Tourism,no,entry,2025-04-20 00:58:17.586374,True
INT_00851,DevOps Intern,CRED,DevOps,Ludhiana,4,38915,"jenkins,kubernetes","Learn cloud infrastructure and deployment automation at CRED. Work with AWS/Azure, Docker, Kubernetes, and CI/CD pipelines.",2025-09-23,15,large,Non-profit,yes,intermediate,2025-03-12 23:52:20.828417,True
INT_00852,Data Science Intern,Zomato,Data Science,Surat,4,15927,"data science,statistics","Work with Zomato's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,3,mid,Education,hybrid,intermediate,2025-06-25 11:43:10.779068,True
INT_00853,Operations Intern,Myntra,Operations,Jaipur,3,21325,"javascript,mongodb,angular",Exciting internship opportunity at Myntra in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Food & Beverage,yes,entry,2024-12-24 22:59:21.142735,True
INT_00854,Human Resources Intern,Razorpay,Human Resources,Ghaziabad,4,29322,"machine learning,azure,penetration testing",Exciting internship opportunity at Razorpay in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,7,mid,Gaming,yes,entry,2024-11-05 23:15:21.133931,True
INT_00855,Human Resources Intern,Snapdeal,Human Resources,Ahmedabad,3,44067,"project management,react,gcp",Exciting internship opportunity at Snapdeal in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,3,mid,Food & Beverage,yes,intermediate,2024-10-09 05:25:53.666082,True
INT_00856,Cloud Computing Intern,Google,Cloud Computing,Nashik,6,52152,"docker,jenkins",Exciting internship opportunity at Google in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,15,large,Travel & Tourism,no,entry,2025-03-28 06:38:42.991563,True
INT_00857,Cloud Computing Intern,Spotify,Cloud Computing,Vadodara,6,32348,"python,kubernetes",Exciting internship opportunity at Spotify in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Technology,yes,intermediate,2025-04-01 05:17:56.922790,True
INT_00858,Web Development Intern,Goldman Sachs,Web Development,Nashik,6,29813,"javascript,java,sql","Develop responsive web applications using modern frameworks at Goldman Sachs. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,10,large,Real Estate,no,entry,2025-05-18 13:34:55.183640,True
INT_00859,Human Resources Intern,Salesforce,Human Resources,Hyderabad,6,24501,"ios,mysql",Exciting internship opportunity at Salesforce in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,5,mid,Travel & Tourism,no,advanced,2024-10-21 10:08:38.822390,True
INT_00860,Quality Assurance Intern,Axis Bank,Quality Assurance,Chennai,2,90305,"scrum,gcp",Exciting internship opportunity at Axis Bank in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Telecommunications,hybrid,entry,2025-01-01 18:56:12.113173,True
INT_00861,UI/UX Design Intern,Jabong,UI/UX Design,Ahmedabad,3,46891,"photoshop,illustrator","Design intuitive user experiences for Jabong's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,1,startup,Media & Entertainment,yes,entry,2025-05-28 20:26:39.281992,True
INT_00862,Human Resources Intern,LTI,Human Resources,Kanpur,6,19814,"android,mysql",Exciting internship opportunity at LTI in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Media & Entertainment,no,entry,2025-02-26 20:14:29.119082,True
INT_00863,Business Analysis Intern,EY,Business Analysis,Nashik,8,26007,"redis,strategy,aws","Analyze business processes and requirements at EY. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,5,large,E-commerce,no,entry,2025-07-21 10:36:40.047827,False
INT_00864,Cybersecurity Intern,Times Group,Cybersecurity,Ghaziabad,6,36631,"cybersecurity,trading",Exciting internship opportunity at Times Group in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,23,large,Automotive,yes,intermediate,2025-05-06 06:05:03.610923,True
INT_00865,Finance Intern,Byju's,Finance,Surat,4,34541,"seo,gcp",Exciting internship opportunity at Byju's in Finance. Gain hands-on experience and work with industry professionals.,2025-09-23,21,large,Media & Entertainment,hybrid,advanced,2025-01-20 14:13:11.634297,True
INT_00866,Software Development Intern,Zee,Software Development,Patna,6,42355,"python,nodejs,java",Join Zee as a Software Development Intern and work on cutting-edge projects. You'll collaborate with experienced developers to build scalable applications and learn industry best practices.,2025-09-23,4,startup,Automotive,yes,entry,2025-05-03 21:52:10.165664,True
INT_00867,Digital Marketing Intern,Meesho,Digital Marketing,Chennai,4,21363,"google analytics,social media","Drive digital marketing campaigns for Meesho. Learn SEO, social media marketing, content creation, and analytics tools.",2025-09-23,18,large,Gaming,hybrid,entry,2025-03-08 14:21:16.919326,True
INT_00868,Cloud Computing Intern,Nykaa,Cloud Computing,Ghaziabad,4,32599,"python,docker,aws",Exciting internship opportunity at Nykaa in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,2,mid,Automotive,yes,intermediate,2025-03-17 08:59:40.176907,True
INT_00869,Software Development Intern,Razorpay,Software Development,Nashik,6,41324,"java,react,nodejs",Join Razorpay as a Software Development Intern and work on cutting-edge projects. You'll collaborate with experienced developers to build scalable applications and learn industry best practices.,2025-09-23,15,large,Non-profit,no,entry,2025-01-14 13:19:36.807784,True
INT_00870,Web Development Intern,PwC,Web Development,Vadodara,2,26873,"java,react","Develop responsive web applications using modern frameworks at PwC. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,4,mid,Fashion,no,advanced,2025-05-04 07:16:45.557052,True
INT_00871,Web Development Intern,BCG,Web Development,Chennai,8,57832,"java,react","Develop responsive web applications using modern frameworks at BCG. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,16,large,Fashion,yes,intermediate,2025-05-11 22:48:32.234592,True
INT_00872,Quality Assurance Intern,TCS,Quality Assurance,Vadodara,4,38921,"penetration testing,postgresql",Exciting internship opportunity at TCS in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,17,large,E-commerce,no,intermediate,2024-10-27 19:51:20.946708,True
INT_00873,Finance Intern,Ola,Finance,Kolkata,2,49430,"python,project management,angular",Exciting internship opportunity at Ola in Finance. Gain hands-on experience and work with industry professionals.,2025-09-23,5,mid,Sports,no,advanced,2025-04-18 02:22:20.234886,True
INT_00874,Cloud Computing Intern,Nykaa,Cloud Computing,Kolkata,3,27967,"aws,jenkins",Exciting internship opportunity at Nykaa in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,3,mid,Travel & Tourism,no,advanced,2024-12-04 03:56:14.063297,True
INT_00875,Human Resources Intern,Amazon,Human Resources,Mumbai,8,80803,"seo,kubernetes,cybersecurity",Exciting internship opportunity at Amazon in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,21,large,Consulting,yes,entry,2025-08-15 04:25:15.855453,True
INT_00876,Human Resources Intern,Ola,Human Resources,Kolkata,6,59431,"cybersecurity,java,devops",Exciting internship opportunity at Ola in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,5,mid,Sports,yes,entry,2025-05-18 14:28:00.952233,True
INT_00877,Artificial Intelligence Intern,Simplilearn,Artificial Intelligence,Nashik,4,15123,"data science,statistics",Exciting internship opportunity at Simplilearn in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Media & Entertainment,hybrid,advanced,2025-01-05 05:21:01.075018,True
INT_00878,Cloud Computing Intern,Amazon,Cloud Computing,Kolkata,6,66590,"jenkins,kubernetes,python",Exciting internship opportunity at Amazon in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,19,large,Food & Beverage,hybrid,intermediate,2025-07-29 21:25:48.375426,True
INT_00879,Cloud Computing Intern,PhonePe,Cloud Computing,Chennai,6,16037,"jenkins,python,kubernetes",Exciting internship opportunity at PhonePe in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,E-commerce,yes,entry,2025-05-18 19:14:19.557653,True
INT_00880,Data Science Intern,Swiggy,Data Science,Pune,6,56669,"r,python,data science","Work with Swiggy's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,4,mid,Telecommunications,yes,entry,2024-10-18 15:58:15.822234,False
INT_00881,Product Management Intern,Deloitte,Product Management,Hyderabad,6,24899,"machine learning,azure",Exciting internship opportunity at Deloitte in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,22,large,Healthcare,no,intermediate,2025-02-21 18:26:52.187165,True
INT_00882,Consulting Intern,PwC,Consulting,Chennai,4,50474,"vue,mobile development,project management",Exciting internship opportunity at PwC in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Non-profit,no,entry,2025-02-10 20:56:48.524071,True
INT_00883,Machine Learning Intern,ICICI Bank,Machine Learning,Thane,3,24506,"data science,r",Exciting internship opportunity at ICICI Bank in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,13,large,Manufacturing,yes,entry,2025-04-08 23:50:00.979961,True
INT_00884,Web Development Intern,Zomato,Web Development,Delhi,3,27328,"java,react","Develop responsive web applications using modern frameworks at Zomato. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,3,mid,Travel & Tourism,hybrid,entry,2025-05-09 17:10:15.750037,True
INT_00885,UI/UX Design Intern,Apple,UI/UX Design,Vadodara,6,39775,"figma,photoshop","Design intuitive user experiences for Apple's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,21,large,Gaming,no,entry,2024-10-10 06:42:46.041251,True
