internship_id,title,company,domain,description,required_skills,location,duration,stipend,is_active,application_deadline,is_accepting_applications,employee_count,headquarters,industry
INT_2949,Blockchain Intern,AgriNext,blockchain,"Internship opportunity in blockchain at AgriNext, focusing on Solidity, Smart Contracts within the Agriculture Tech sector.","solidity, smart contracts",bangalore,6 months,10000,True,2026-01-13,True,500,Lucknow,Agriculture Tech
INT_2950,Robotics Intern,EcoFuture,robotics,"Internship opportunity in robotics at EcoFuture, focusing on ROS, Arduino within the Environmental NGO sector.","ros, arduino",coimbatore,2 months,15000,True,2025-11-03,True,800,Delhi,Environmental NGO
INT_2951,Finance Intern,SEWA,finance,"Internship opportunity in finance at SEWA, focusing on Excel, Accounting within the NGO & Social Work sector.","excel, accounting",dehradun,6 months,10000,True,2025-11-04,True,2500,Ahmedabad,NGO & Social Work
INT_2952,Nanotechnology Intern,EcoFuture,nanotechnology,"Internship opportunity in nanotechnology at EcoFuture, focusing on Materials Science, Nano Fabrication within the Environmental NGO sector.","materials science, nano fabrication",delhi,12 months,10000,True,2025-12-24,True,800,Delhi,Environmental NGO
INT_2953,Marketing Intern,SEWA,marketing,"Internship opportunity in marketing at SEWA, focusing on SEO, Market Research within the NGO & Social Work sector.","seo, market research",dehradun,12 months,20000,True,2025-12-22,True,2500,Ahmedabad,NGO & Social Work
INT_2954,Web Development Intern,Indian Council of Forestry Research,web development,"Internship opportunity in web development at Indian Council of Forestry Research, focusing on HTML, JavaScript within the Forestry sector.","html, javascript",chennai,3 months,40000,True,2025-12-25,True,1500,Dehradun,Forestry
INT_2955,Mobile Apps Intern,Amul,mobile apps,"Internship opportunity in mobile apps at Amul, focusing on Swift, Flutter within the Dairy & Food sector.","swift, flutter",pune,12 months,15000,True,2026-01-05,True,3000,Anand,Dairy & Food
INT_2956,Data Science Intern,SEWA,data science,"Internship opportunity in data science at SEWA, focusing on Machine Learning, Statistics within the NGO & Social Work sector.","machine learning, statistics",mumbai,2 months,30000,True,2025-12-06,True,2500,Ahmedabad,NGO & Social Work
INT_2957,Mobile Apps Intern,Teach For India,mobile apps,"Internship opportunity in mobile apps at Teach For India, focusing on Kotlin, Flutter within the Education NGO sector.","kotlin, flutter",dehradun,3 months,8000,True,2026-02-03,True,4000,Mumbai,Education NGO
INT_2958,Social Work Intern,Akshaya Patra Foundation,social work,"Internship opportunity in social work at Akshaya Patra Foundation, focusing on Policy Research, Community Development within the NGO & Food Security sector.","policy research, community development",lucknow,6 months,15000,True,2025-12-27,True,1200,Bangalore,NGO & Food Security
INT_2959,Cloud Computing Intern,Teach For India,cloud computing,"Internship opportunity in cloud computing at Teach For India, focusing on AWS, Kubernetes within the Education NGO sector.","aws, kubernetes",noida,3 months,8000,True,2026-01-06,True,4000,Mumbai,Education NGO
INT_2960,Cloud Computing Intern,EcoFuture,cloud computing,"Internship opportunity in cloud computing at EcoFuture, focusing on Kubernetes, AWS within the Environmental NGO sector.","kubernetes, aws",dehradun,2 months,8000,True,2025-10-20,True,800,Delhi,Environmental NGO
INT_2961,Ai/Ml Intern,CSIR,ai/ml,"Internship opportunity in ai/ml at CSIR, focusing on Deep Learning, PyTorch within the Scientific Research sector.","deep learning, pytorch",coimbatore,12 months,10000,True,2025-12-04,True,5000,Delhi,Scientific Research
INT_2962,Rocket Science Intern,Akshaya Patra Foundation,rocket science,"Internship opportunity in rocket science at Akshaya Patra Foundation, focusing on Aerospace Materials, Propulsion within the NGO & Food Security sector.","aerospace materials, propulsion",ahmedabad,2 months,40000,True,2026-01-14,True,1200,Bangalore,NGO & Food Security
INT_2963,Social Work Intern,NAL,social work,"Internship opportunity in social work at NAL, focusing on NGO Management, Policy Research within the Aerospace Research sector.","ngo management, policy research",noida,2 months,30000,True,2026-01-30,True,1000,Bangalore,Aerospace Research
INT_2964,Finance Intern,IARI,finance,"Internship opportunity in finance at IARI, focusing on Accounting, Financial Analysis within the Agricultural Research sector.","accounting, financial analysis",hyderabad,2 months,8000,True,2025-11-25,True,2000,Delhi,Agricultural Research
INT_2965,Renewable Energy Intern,EcoFuture,renewable energy,"Internship opportunity in renewable energy at EcoFuture, focusing on Wind Turbines, Energy Storage within the Environmental NGO sector.","wind turbines, energy storage",ahmedabad,3 months,20000,True,2025-11-20,True,800,Delhi,Environmental NGO
INT_2966,Marketing Intern,Indian Council of Forestry Research,marketing,"Internship opportunity in marketing at Indian Council of Forestry Research, focusing on Digital Marketing, Market Research within the Forestry sector.","digital marketing, market research",pune,2 months,30000,True,2025-12-20,True,1500,Dehradun,Forestry
INT_2967,Cloud Computing Intern,Akshaya Patra Foundation,cloud computing,"Internship opportunity in cloud computing at Akshaya Patra Foundation, focusing on Azure, Docker within the NGO & Food Security sector.","azure, docker",ahmedabad,3 months,10000,True,2025-10-25,True,1200,Bangalore,NGO & Food Security
INT_2968,Web Development Intern,CSIR,web development,"Internship opportunity in web development at CSIR, focusing on JavaScript, CSS within the Scientific Research sector.","javascript, css",lucknow,3 months,10000,True,2025-12-15,True,5000,Delhi,Scientific Research
INT_2969,Web Development Intern,AgriNext,web development,"Internship opportunity in web development at AgriNext, focusing on React, HTML within the Agriculture Tech sector.","react, html",ahmedabad,3 months,8000,True,2025-10-25,True,500,Lucknow,Agriculture Tech
INT_2970,Nanotechnology Intern,Amul,nanotechnology,"Internship opportunity in nanotechnology at Amul, focusing on Materials Science, Nano Fabrication within the Dairy & Food sector.","materials science, nano fabrication",noida,2 months,40000,True,2025-10-18,True,3000,Anand,Dairy & Food
INT_2971,Finance Intern,EcoFuture,finance,"Internship opportunity in finance at EcoFuture, focusing on Financial Analysis, Excel within the Environmental NGO sector.","financial analysis, excel",hyderabad,2 months,20000,True,2026-02-27,True,800,Delhi,Environmental NGO
INT_2972,Cybersecurity Intern,EcoFuture,cybersecurity,"Internship opportunity in cybersecurity at EcoFuture, focusing on Ethical Hacking, Network Security within the Environmental NGO sector.","ethical hacking, network security",hyderabad,12 months,10000,True,2025-10-23,True,800,Delhi,Environmental NGO
INT_2973,Education Intern,EcoFuture,education,"Internship opportunity in education at EcoFuture, focusing on Curriculum Design, Teaching Methods within the Environmental NGO sector.","curriculum design, teaching methods",delhi,3 months,30000,True,2025-10-09,True,800,Delhi,Environmental NGO
INT_2974,Cybersecurity Intern,SEWA,cybersecurity,"Internship opportunity in cybersecurity at SEWA, focusing on Ethical Hacking, Network Security within the NGO & Social Work sector.","ethical hacking, network security",dehradun,6 months,15000,True,2026-02-17,True,2500,Ahmedabad,NGO & Social Work
INT_2975,Cloud Computing Intern,IARI,cloud computing,"Internship opportunity in cloud computing at IARI, focusing on Azure, AWS within the Agricultural Research sector.","azure, aws",hyderabad,3 months,20000,True,2026-01-27,True,2000,Delhi,Agricultural Research
INT_2976,Agriculture Intern,CSIR,agriculture,"Internship opportunity in agriculture at CSIR, focusing on Soil Analysis, GIS within the Scientific Research sector.","soil analysis, gis",mumbai,12 months,20000,True,2025-10-08,True,5000,Delhi,Scientific Research
INT_2977,Education Intern,Indian Council of Forestry Research,education,"Internship opportunity in education at Indian Council of Forestry Research, focusing on Curriculum Design, Policy Analysis within the Forestry sector.","curriculum design, policy analysis",pune,6 months,40000,True,2025-10-14,True,1500,Dehradun,Forestry
INT_2978,Renewable Energy Intern,Indian Council of Forestry Research,renewable energy,"Internship opportunity in renewable energy at Indian Council of Forestry Research, focusing on Wind Turbines, Energy Storage within the Forestry sector.","wind turbines, energy storage",chennai,12 months,50000,True,2025-10-26,True,1500,Dehradun,Forestry
INT_2979,Finance Intern,EcoFuture,finance,"Internship opportunity in finance at EcoFuture, focusing on Excel, Accounting within the Environmental NGO sector.","excel, accounting",ahmedabad,12 months,20000,True,2026-02-02,True,800,Delhi,Environmental NGO
INT_2980,Social Work Intern,EcoFuture,social work,"Internship opportunity in social work at EcoFuture, focusing on Policy Research, Community Development within the Environmental NGO sector.","policy research, community development",lucknow,2 months,30000,True,2025-11-23,True,800,Delhi,Environmental NGO
INT_2981,Robotics Intern,AgriNext,robotics,"Internship opportunity in robotics at AgriNext, focusing on Arduino, Embedded Systems within the Agriculture Tech sector.","arduino, embedded systems",hyderabad,3 months,50000,True,2026-03-02,True,500,Lucknow,Agriculture Tech
INT_2982,Finance Intern,Teach For India,finance,"Internship opportunity in finance at Teach For India, focusing on Accounting, Excel within the Education NGO sector.","accounting, excel",ahmedabad,2 months,40000,True,2025-12-04,True,4000,Mumbai,Education NGO
INT_2983,Blockchain Intern,NAL,blockchain,"Internship opportunity in blockchain at NAL, focusing on Ethereum, Solidity within the Aerospace Research sector.","ethereum, solidity",dehradun,2 months,15000,True,2026-01-12,True,1000,Bangalore,Aerospace Research
INT_2984,Education Intern,CSIR,education,"Internship opportunity in education at CSIR, focusing on Teaching Methods, Policy Analysis within the Scientific Research sector.","teaching methods, policy analysis",lucknow,12 months,8000,True,2025-11-13,True,5000,Delhi,Scientific Research
INT_2985,Agriculture Intern,EcoFuture,agriculture,"Internship opportunity in agriculture at EcoFuture, focusing on GIS, Soil Analysis within the Environmental NGO sector.","gis, soil analysis",bangalore,12 months,10000,True,2026-01-22,True,800,Delhi,Environmental NGO
INT_2986,Rocket Science Intern,NAL,rocket science,"Internship opportunity in rocket science at NAL, focusing on Propulsion, MATLAB within the Aerospace Research sector.","propulsion, matlab",coimbatore,2 months,50000,True,2026-02-13,True,1000,Bangalore,Aerospace Research
INT_2987,Ai/Ml Intern,Teach For India,ai/ml,"Internship opportunity in ai/ml at Teach For India, focusing on PyTorch, Deep Learning within the Education NGO sector.","pytorch, deep learning",chennai,3 months,40000,True,2026-02-01,True,4000,Mumbai,Education NGO
INT_2988,Ai/Ml Intern,NAL,ai/ml,"Internship opportunity in ai/ml at NAL, focusing on PyTorch, Deep Learning within the Aerospace Research sector.","pytorch, deep learning",mumbai,12 months,20000,True,2026-03-18,True,1000,Bangalore,Aerospace Research
INT_2989,Data Science Intern,IARI,data science,"Internship opportunity in data science at IARI, focusing on SQL, Machine Learning within the Agricultural Research sector.","sql, machine learning",anand,3 months,10000,True,2025-12-30,True,2000,Delhi,Agricultural Research
INT_2990,Mobile Apps Intern,EcoFuture,mobile apps,"Internship opportunity in mobile apps at EcoFuture, focusing on Kotlin, Swift within the Environmental NGO sector.","kotlin, swift",pune,3 months,20000,True,2025-11-03,True,800,Delhi,Environmental NGO
INT_2991,Web Development Intern,NAL,web development,"Internship opportunity in web development at NAL, focusing on HTML, React within the Aerospace Research sector.","html, react",anand,2 months,10000,True,2025-11-17,True,1000,Bangalore,Aerospace Research
INT_2992,Blockchain Intern,Teach For India,blockchain,"Internship opportunity in blockchain at Teach For India, focusing on Ethereum, Smart Contracts within the Education NGO sector.","ethereum, smart contracts",delhi,12 months,40000,True,2026-03-13,True,4000,Mumbai,Education NGO
INT_2993,Environmental Science Intern,Teach For India,environmental science,"Internship opportunity in environmental science at Teach For India, focusing on Climate Modeling, Sustainability within the Education NGO sector.","climate modeling, sustainability",noida,2 months,40000,True,2025-11-18,True,4000,Mumbai,Education NGO
INT_2994,Blockchain Intern,Amul,blockchain,"Internship opportunity in blockchain at Amul, focusing on Smart Contracts, Solidity within the Dairy & Food sector.","smart contracts, solidity",lucknow,6 months,40000,True,2025-12-14,True,3000,Anand,Dairy & Food
INT_2995,Renewable Energy Intern,EcoFuture,renewable energy,"Internship opportunity in renewable energy at EcoFuture, focusing on Energy Storage, Wind Turbines within the Environmental NGO sector.","energy storage, wind turbines",bangalore,12 months,10000,True,2025-12-05,True,800,Delhi,Environmental NGO
